Reporter_Code,Reporter_Description,Partner_Code,Partner_Description,Indicator_Code,Indicator_Description,Flow_Code,Flow_Description,Year,Unit,Value,Flag,Source_Description,Note
US,United States of America,FI,Finland,SC3,Other modes of transport,M,Imports,2015,Million USD,3,,OECD,
US,United States of America,FI,Finland,SC3,Other modes of transport,M,Imports,2016,Million USD,2,,OECD,
US,United States of America,FR,France,SC3,Other modes of transport,M,Imports,2005,Million USD,222,,OECD,
US,United States of America,FR,France,SC3,Other modes of transport,M,Imports,2006,Million USD,266,,OECD,
US,United States of America,FR,France,SC3,Other modes of transport,M,Imports,2007,Million USD,144,,OECD,
US,United States of America,FR,France,SC3,Other modes of transport,M,Imports,2008,Million USD,109,,OECD,
US,United States of America,FR,France,SC3,Other modes of transport,M,Imports,2009,Million USD,244,,OECD,
US,United States of America,FR,France,SC3,Other modes of transport,M,Imports,2010,Million USD,75,,OECD,
US,United States of America,FR,France,SC3,Other modes of transport,M,Imports,2011,Million USD,116,,OECD,
US,United States of America,FR,France,SC3,Other modes of transport,M,Imports,2012,Million USD,126,,OECD,
US,United States of America,FR,France,SC3,Other modes of transport,M,Imports,2013,Million USD,66,,OECD,
US,United States of America,FR,France,SC3,Other modes of transport,M,Imports,2014,Million USD,124,,OECD,
US,United States of America,FR,France,SC3,Other modes of transport,M,Imports,2015,Million USD,123,,OECD,
US,United States of America,FR,France,SC3,Other modes of transport,M,Imports,2016,Million USD,100,,OECD,
US,United States of America,GB,United Kingdom,SC3,Other modes of transport,M,Imports,2005,Million USD,102,,OECD,
US,United States of America,GB,United Kingdom,SC3,Other modes of transport,M,Imports,2006,Million USD,115,,OECD,
US,United States of America,GB,United Kingdom,SC3,Other modes of transport,M,Imports,2007,Million USD,90,,OECD,
US,United States of America,GB,United Kingdom,SC3,Other modes of transport,M,Imports,2008,Million USD,60,,OECD,
US,United States of America,GB,United Kingdom,SC3,Other modes of transport,M,Imports,2009,Million USD,45,,OECD,
US,United States of America,GB,United Kingdom,SC3,Other modes of transport,M,Imports,2010,Million USD,34,,OECD,
US,United States of America,GB,United Kingdom,SC3,Other modes of transport,M,Imports,2011,Million USD,16,,OECD,
US,United States of America,GB,United Kingdom,SC3,Other modes of transport,M,Imports,2012,Million USD,24,,OECD,
US,United States of America,GB,United Kingdom,SC3,Other modes of transport,M,Imports,2013,Million USD,24,,OECD,
US,United States of America,GB,United Kingdom,SC3,Other modes of transport,M,Imports,2014,Million USD,21,,OECD,
US,United States of America,GB,United Kingdom,SC3,Other modes of transport,M,Imports,2015,Million USD,20,,OECD,
US,United States of America,GB,United Kingdom,SC3,Other modes of transport,M,Imports,2016,Million USD,15,,OECD,
US,United States of America,GR,Greece,SC3,Other modes of transport,M,Imports,2013,Million USD,0,,OECD,
US,United States of America,GR,Greece,SC3,Other modes of transport,M,Imports,2014,Million USD,0,,OECD,
US,United States of America,GR,Greece,SC3,Other modes of transport,M,Imports,2015,Million USD,1,,OECD,
US,United States of America,GR,Greece,SC3,Other modes of transport,M,Imports,2016,Million USD,1,,OECD,
US,United States of America,GT,Guatemala,SC3,Other modes of transport,M,Imports,2013,Million USD,0,,OECD,
US,United States of America,GT,Guatemala,SC3,Other modes of transport,M,Imports,2014,Million USD,0,,OECD,
US,United States of America,GT,Guatemala,SC3,Other modes of transport,M,Imports,2015,Million USD,0,,OECD,
US,United States of America,GT,Guatemala,SC3,Other modes of transport,M,Imports,2016,Million USD,0,,OECD,
US,United States of America,HK,"Hong Kong, China",SC3,Other modes of transport,M,Imports,2005,Million USD,9,,OECD,
US,United States of America,HK,"Hong Kong, China",SC3,Other modes of transport,M,Imports,2006,Million USD,7,,OECD,
US,United States of America,HK,"Hong Kong, China",SC3,Other modes of transport,M,Imports,2007,Million USD,3,,OECD,
US,United States of America,HK,"Hong Kong, China",SC3,Other modes of transport,M,Imports,2008,Million USD,4,,OECD,
US,United States of America,HK,"Hong Kong, China",SC3,Other modes of transport,M,Imports,2009,Million USD,2,,OECD,
US,United States of America,HK,"Hong Kong, China",SC3,Other modes of transport,M,Imports,2010,Million USD,1,,OECD,
US,United States of America,HK,"Hong Kong, China",SC3,Other modes of transport,M,Imports,2011,Million USD,0,,OECD,
US,United States of America,HK,"Hong Kong, China",SC3,Other modes of transport,M,Imports,2012,Million USD,0,,OECD,
US,United States of America,HK,"Hong Kong, China",SC3,Other modes of transport,M,Imports,2013,Million USD,0,,OECD,
US,United States of America,HK,"Hong Kong, China",SC3,Other modes of transport,M,Imports,2014,Million USD,0,,OECD,
US,United States of America,HK,"Hong Kong, China",SC3,Other modes of transport,M,Imports,2015,Million USD,0,,OECD,
US,United States of America,HK,"Hong Kong, China",SC3,Other modes of transport,M,Imports,2016,Million USD,0,,OECD,
US,United States of America,HN,Honduras,SC3,Other modes of transport,M,Imports,2013,Million USD,0,,OECD,
US,United States of America,HN,Honduras,SC3,Other modes of transport,M,Imports,2014,Million USD,0,,OECD,
US,United States of America,HN,Honduras,SC3,Other modes of transport,M,Imports,2015,Million USD,0,,OECD,
US,United States of America,HN,Honduras,SC3,Other modes of transport,M,Imports,2016,Million USD,0,,OECD,
US,United States of America,HR,Croatia,SC3,Other modes of transport,M,Imports,2013,Million USD,0,,OECD,
US,United States of America,HR,Croatia,SC3,Other modes of transport,M,Imports,2014,Million USD,0,,OECD,
US,United States of America,HR,Croatia,SC3,Other modes of transport,M,Imports,2015,Million USD,0,,OECD,
US,United States of America,HR,Croatia,SC3,Other modes of transport,M,Imports,2016,Million USD,0,,OECD,
US,United States of America,HU,Hungary,SC3,Other modes of transport,M,Imports,2013,Million USD,3,,OECD,
US,United States of America,HU,Hungary,SC3,Other modes of transport,M,Imports,2014,Million USD,3,,OECD,
US,United States of America,HU,Hungary,SC3,Other modes of transport,M,Imports,2015,Million USD,3,,OECD,
US,United States of America,HU,Hungary,SC3,Other modes of transport,M,Imports,2016,Million USD,2,,OECD,
US,United States of America,ID,Indonesia,SC3,Other modes of transport,M,Imports,2005,Million USD,0,,OECD,
US,United States of America,ID,Indonesia,SC3,Other modes of transport,M,Imports,2006,Million USD,0,,OECD,
US,United States of America,ID,Indonesia,SC3,Other modes of transport,M,Imports,2007,Million USD,0,,OECD,
US,United States of America,ID,Indonesia,SC3,Other modes of transport,M,Imports,2008,Million USD,0,,OECD,
US,United States of America,ID,Indonesia,SC3,Other modes of transport,M,Imports,2009,Million USD,0,,OECD,
US,United States of America,ID,Indonesia,SC3,Other modes of transport,M,Imports,2010,Million USD,0,,OECD,
US,United States of America,ID,Indonesia,SC3,Other modes of transport,M,Imports,2011,Million USD,0,,OECD,
US,United States of America,ID,Indonesia,SC3,Other modes of transport,M,Imports,2012,Million USD,0,,OECD,
US,United States of America,ID,Indonesia,SC3,Other modes of transport,M,Imports,2013,Million USD,0,,OECD,
US,United States of America,ID,Indonesia,SC3,Other modes of transport,M,Imports,2014,Million USD,0,,OECD,
US,United States of America,ID,Indonesia,SC3,Other modes of transport,M,Imports,2015,Million USD,0,,OECD,
US,United States of America,ID,Indonesia,SC3,Other modes of transport,M,Imports,2016,Million USD,0,,OECD,
US,United States of America,IE,Ireland,SC3,Other modes of transport,M,Imports,2006,Million USD,2,,OECD,
US,United States of America,IE,Ireland,SC3,Other modes of transport,M,Imports,2007,Million USD,6,,OECD,
US,United States of America,IE,Ireland,SC3,Other modes of transport,M,Imports,2008,Million USD,11,,OECD,
US,United States of America,IE,Ireland,SC3,Other modes of transport,M,Imports,2009,Million USD,4,,OECD,
US,United States of America,IE,Ireland,SC3,Other modes of transport,M,Imports,2010,Million USD,3,,OECD,
US,United States of America,IE,Ireland,SC3,Other modes of transport,M,Imports,2011,Million USD,3,,OECD,
US,United States of America,IE,Ireland,SC3,Other modes of transport,M,Imports,2012,Million USD,4,,OECD,
US,United States of America,IE,Ireland,SC3,Other modes of transport,M,Imports,2013,Million USD,5,,OECD,
US,United States of America,IE,Ireland,SC3,Other modes of transport,M,Imports,2014,Million USD,4,,OECD,
US,United States of America,IE,Ireland,SC3,Other modes of transport,M,Imports,2015,Million USD,1,,OECD,
US,United States of America,IE,Ireland,SC3,Other modes of transport,M,Imports,2016,Million USD,1,,OECD,
US,United States of America,IL,Israel,SC3,Other modes of transport,M,Imports,2005,Million USD,2,,OECD,
US,United States of America,IL,Israel,SC3,Other modes of transport,M,Imports,2006,Million USD,2,,OECD,
US,United States of America,IL,Israel,SC3,Other modes of transport,M,Imports,2007,Million USD,5,,OECD,
US,United States of America,IL,Israel,SC3,Other modes of transport,M,Imports,2008,Million USD,12,,OECD,
US,United States of America,IL,Israel,SC3,Other modes of transport,M,Imports,2009,Million USD,0,,OECD,
US,United States of America,IL,Israel,SC3,Other modes of transport,M,Imports,2010,Million USD,0,,OECD,
US,United States of America,IL,Israel,SC3,Other modes of transport,M,Imports,2011,Million USD,0,,OECD,
US,United States of America,IL,Israel,SC3,Other modes of transport,M,Imports,2012,Million USD,0,,OECD,
US,United States of America,IL,Israel,SC3,Other modes of transport,M,Imports,2013,Million USD,0,,OECD,
US,United States of America,IL,Israel,SC3,Other modes of transport,M,Imports,2014,Million USD,0,,OECD,
US,United States of America,IL,Israel,SC3,Other modes of transport,M,Imports,2015,Million USD,0,,OECD,
US,United States of America,IL,Israel,SC3,Other modes of transport,M,Imports,2016,Million USD,0,,OECD,
US,United States of America,IN,India,SC3,Other modes of transport,M,Imports,2005,Million USD,4,,OECD,
US,United States of America,IN,India,SC3,Other modes of transport,M,Imports,2006,Million USD,3,,OECD,
US,United States of America,IN,India,SC3,Other modes of transport,M,Imports,2007,Million USD,3,,OECD,
US,United States of America,IN,India,SC3,Other modes of transport,M,Imports,2008,Million USD,4,,OECD,
US,United States of America,IN,India,SC3,Other modes of transport,M,Imports,2009,Million USD,4,,OECD,
US,United States of America,IN,India,SC3,Other modes of transport,M,Imports,2010,Million USD,0,,OECD,
US,United States of America,IN,India,SC3,Other modes of transport,M,Imports,2011,Million USD,0,,OECD,
US,United States of America,IN,India,SC3,Other modes of transport,M,Imports,2012,Million USD,0,,OECD,
US,United States of America,IN,India,SC3,Other modes of transport,M,Imports,2013,Million USD,0,,OECD,
US,United States of America,IN,India,SC3,Other modes of transport,M,Imports,2014,Million USD,0,,OECD,
US,United States of America,IN,India,SC3,Other modes of transport,M,Imports,2015,Million USD,0,,OECD,
US,United States of America,IN,India,SC3,Other modes of transport,M,Imports,2016,Million USD,0,,OECD,
US,United States of America,IO,British Indian Ocean Territory,SC3,Other modes of transport,M,Imports,2013,Million USD,0,,OECD,
US,United States of America,IO,British Indian Ocean Territory,SC3,Other modes of transport,M,Imports,2014,Million USD,0,,OECD,
US,United States of America,IO,British Indian Ocean Territory,SC3,Other modes of transport,M,Imports,2015,Million USD,0,,OECD,
US,United States of America,IO,British Indian Ocean Territory,SC3,Other modes of transport,M,Imports,2016,Million USD,0,,OECD,
US,United States of America,IT,Italy,SC3,Other modes of transport,M,Imports,2005,Million USD,13,,OECD,
US,United States of America,IT,Italy,SC3,Other modes of transport,M,Imports,2006,Million USD,12,,OECD,
US,United States of America,IT,Italy,SC3,Other modes of transport,M,Imports,2007,Million USD,15,,OECD,
US,United States of America,IT,Italy,SC3,Other modes of transport,M,Imports,2008,Million USD,12,,OECD,
US,United States of America,IT,Italy,SC3,Other modes of transport,M,Imports,2009,Million USD,9,,OECD,
US,United States of America,IT,Italy,SC3,Other modes of transport,M,Imports,2010,Million USD,7,,OECD,
US,United States of America,IT,Italy,SC3,Other modes of transport,M,Imports,2011,Million USD,12,,OECD,
US,United States of America,IT,Italy,SC3,Other modes of transport,M,Imports,2012,Million USD,8,,OECD,
US,United States of America,IT,Italy,SC3,Other modes of transport,M,Imports,2013,Million USD,8,,OECD,
US,United States of America,IT,Italy,SC3,Other modes of transport,M,Imports,2014,Million USD,7,,OECD,
US,United States of America,IT,Italy,SC3,Other modes of transport,M,Imports,2015,Million USD,7,,OECD,
US,United States of America,IT,Italy,SC3,Other modes of transport,M,Imports,2016,Million USD,5,,OECD,
US,United States of America,JO,Jordan,SC3,Other modes of transport,M,Imports,2013,Million USD,0,,OECD,
US,United States of America,JO,Jordan,SC3,Other modes of transport,M,Imports,2014,Million USD,0,,OECD,
US,United States of America,JO,Jordan,SC3,Other modes of transport,M,Imports,2015,Million USD,0,,OECD,
US,United States of America,JO,Jordan,SC3,Other modes of transport,M,Imports,2016,Million USD,0,,OECD,
US,United States of America,JP,Japan,SC3,Other modes of transport,M,Imports,2005,Million USD,34,,OECD,
US,United States of America,JP,Japan,SC3,Other modes of transport,M,Imports,2006,Million USD,45,,OECD,
US,United States of America,JP,Japan,SC3,Other modes of transport,M,Imports,2007,Million USD,28,,OECD,
US,United States of America,JP,Japan,SC3,Other modes of transport,M,Imports,2008,Million USD,27,,OECD,
US,United States of America,JP,Japan,SC3,Other modes of transport,M,Imports,2009,Million USD,22,,OECD,
US,United States of America,JP,Japan,SC3,Other modes of transport,M,Imports,2010,Million USD,5,,OECD,
US,United States of America,JP,Japan,SC3,Other modes of transport,M,Imports,2011,Million USD,36,,OECD,
US,United States of America,JP,Japan,SC3,Other modes of transport,M,Imports,2012,Million USD,24,,OECD,
US,United States of America,JP,Japan,SC3,Other modes of transport,M,Imports,2013,Million USD,24,,OECD,
US,United States of America,JP,Japan,SC3,Other modes of transport,M,Imports,2014,Million USD,21,,OECD,
US,United States of America,JP,Japan,SC3,Other modes of transport,M,Imports,2015,Million USD,20,,OECD,
US,United States of America,JP,Japan,SC3,Other modes of transport,M,Imports,2016,Million USD,15,,OECD,
US,United States of America,KR,"Korea, Republic of",SC3,Other modes of transport,M,Imports,2005,Million USD,3,,OECD,
US,United States of America,KR,"Korea, Republic of",SC3,Other modes of transport,M,Imports,2006,Million USD,6,,OECD,
US,United States of America,KR,"Korea, Republic of",SC3,Other modes of transport,M,Imports,2007,Million USD,7,,OECD,
US,United States of America,KR,"Korea, Republic of",SC3,Other modes of transport,M,Imports,2008,Million USD,3,,OECD,
US,United States of America,KR,"Korea, Republic of",SC3,Other modes of transport,M,Imports,2009,Million USD,7,,OECD,
US,United States of America,KR,"Korea, Republic of",SC3,Other modes of transport,M,Imports,2010,Million USD,1,,OECD,
US,United States of America,KR,"Korea, Republic of",SC3,Other modes of transport,M,Imports,2011,Million USD,0,,OECD,
US,United States of America,KR,"Korea, Republic of",SC3,Other modes of transport,M,Imports,2012,Million USD,0,,OECD,
US,United States of America,KR,"Korea, Republic of",SC3,Other modes of transport,M,Imports,2013,Million USD,0,,OECD,
US,United States of America,KR,"Korea, Republic of",SC3,Other modes of transport,M,Imports,2014,Million USD,0,,OECD,
US,United States of America,KR,"Korea, Republic of",SC3,Other modes of transport,M,Imports,2015,Million USD,0,,OECD,
US,United States of America,KR,"Korea, Republic of",SC3,Other modes of transport,M,Imports,2016,Million USD,0,,OECD,
US,United States of America,LT,Lithuania,SC3,Other modes of transport,M,Imports,2013,Million USD,0,,OECD,
US,United States of America,LT,Lithuania,SC3,Other modes of transport,M,Imports,2014,Million USD,0,,OECD,
US,United States of America,LT,Lithuania,SC3,Other modes of transport,M,Imports,2015,Million USD,0,,OECD,
US,United States of America,LT,Lithuania,SC3,Other modes of transport,M,Imports,2016,Million USD,0,,OECD,
US,United States of America,LU,Luxembourg,SC3,Other modes of transport,M,Imports,2013,Million USD,0,,OECD,
US,United States of America,LU,Luxembourg,SC3,Other modes of transport,M,Imports,2014,Million USD,0,,OECD,
US,United States of America,LU,Luxembourg,SC3,Other modes of transport,M,Imports,2015,Million USD,0,,OECD,
US,United States of America,LU,Luxembourg,SC3,Other modes of transport,M,Imports,2016,Million USD,0,,OECD,
US,United States of America,LV,Latvia,SC3,Other modes of transport,M,Imports,2013,Million USD,0,,OECD,
US,United States of America,LV,Latvia,SC3,Other modes of transport,M,Imports,2014,Million USD,0,,OECD,
US,United States of America,LV,Latvia,SC3,Other modes of transport,M,Imports,2015,Million USD,0,,OECD,
US,United States of America,LV,Latvia,SC3,Other modes of transport,M,Imports,2016,Million USD,0,,OECD,
US,United States of America,MA,Morocco,SC3,Other modes of transport,M,Imports,2013,Million USD,0,,OECD,
US,United States of America,MA,Morocco,SC3,Other modes of transport,M,Imports,2014,Million USD,0,,OECD,
US,United States of America,MA,Morocco,SC3,Other modes of transport,M,Imports,2015,Million USD,0,,OECD,
US,United States of America,MA,Morocco,SC3,Other modes of transport,M,Imports,2016,Million USD,0,,OECD,
US,United States of America,MT,Malta,SC3,Other modes of transport,M,Imports,2013,Million USD,0,,OECD,
US,United States of America,MT,Malta,SC3,Other modes of transport,M,Imports,2014,Million USD,0,,OECD,
US,United States of America,MT,Malta,SC3,Other modes of transport,M,Imports,2015,Million USD,0,,OECD,
US,United States of America,MT,Malta,SC3,Other modes of transport,M,Imports,2016,Million USD,0,,OECD,
US,United States of America,MX,Mexico,SC3,Other modes of transport,M,Imports,2005,Million USD,5,,OECD,
US,United States of America,MX,Mexico,SC3,Other modes of transport,M,Imports,2006,Million USD,5,,OECD,
US,United States of America,MX,Mexico,SC3,Other modes of transport,M,Imports,2007,Million USD,10,,OECD,
US,United States of America,MX,Mexico,SC3,Other modes of transport,M,Imports,2008,Million USD,14,,OECD,
US,United States of America,MX,Mexico,SC3,Other modes of transport,M,Imports,2009,Million USD,6,,OECD,
US,United States of America,MX,Mexico,SC3,Other modes of transport,M,Imports,2010,Million USD,2,,OECD,
US,United States of America,MX,Mexico,SC3,Other modes of transport,M,Imports,2011,Million USD,0,,OECD,
US,United States of America,MX,Mexico,SC3,Other modes of transport,M,Imports,2012,Million USD,4,,OECD,
US,United States of America,MX,Mexico,SC3,Other modes of transport,M,Imports,2013,Million USD,4,,OECD,
US,United States of America,MX,Mexico,SC3,Other modes of transport,M,Imports,2014,Million USD,4,,OECD,
US,United States of America,MX,Mexico,SC3,Other modes of transport,M,Imports,2015,Million USD,3,,OECD,
US,United States of America,MX,Mexico,SC3,Other modes of transport,M,Imports,2016,Million USD,3,,OECD,
US,United States of America,MY,Malaysia,SC3,Other modes of transport,M,Imports,2005,Million USD,1,,OECD,
US,United States of America,MY,Malaysia,SC3,Other modes of transport,M,Imports,2006,Million USD,1,,OECD,
US,United States of America,MY,Malaysia,SC3,Other modes of transport,M,Imports,2007,Million USD,1,,OECD,
US,United States of America,MY,Malaysia,SC3,Other modes of transport,M,Imports,2008,Million USD,1,,OECD,
US,United States of America,MY,Malaysia,SC3,Other modes of transport,M,Imports,2009,Million USD,0,,OECD,
US,United States of America,MY,Malaysia,SC3,Other modes of transport,M,Imports,2010,Million USD,0,,OECD,
US,United States of America,MY,Malaysia,SC3,Other modes of transport,M,Imports,2011,Million USD,0,,OECD,
US,United States of America,MY,Malaysia,SC3,Other modes of transport,M,Imports,2012,Million USD,0,,OECD,
US,United States of America,MY,Malaysia,SC3,Other modes of transport,M,Imports,2013,Million USD,0,,OECD,
US,United States of America,MY,Malaysia,SC3,Other modes of transport,M,Imports,2014,Million USD,0,,OECD,
US,United States of America,MY,Malaysia,SC3,Other modes of transport,M,Imports,2015,Million USD,0,,OECD,
US,United States of America,MY,Malaysia,SC3,Other modes of transport,M,Imports,2016,Million USD,0,,OECD,
US,United States of America,NG,Nigeria,SC3,Other modes of transport,M,Imports,2013,Million USD,1,,OECD,
US,United States of America,NG,Nigeria,SC3,Other modes of transport,M,Imports,2014,Million USD,0,,OECD,
US,United States of America,NG,Nigeria,SC3,Other modes of transport,M,Imports,2015,Million USD,0,,OECD,
US,United States of America,NG,Nigeria,SC3,Other modes of transport,M,Imports,2016,Million USD,0,,OECD,
US,United States of America,NI,Nicaragua,SC3,Other modes of transport,M,Imports,2013,Million USD,0,,OECD,
US,United States of America,NI,Nicaragua,SC3,Other modes of transport,M,Imports,2014,Million USD,0,,OECD,
US,United States of America,NI,Nicaragua,SC3,Other modes of transport,M,Imports,2015,Million USD,0,,OECD,
US,United States of America,NI,Nicaragua,SC3,Other modes of transport,M,Imports,2016,Million USD,0,,OECD,
US,United States of America,NL,Netherlands,SC3,Other modes of transport,M,Imports,2005,Million USD,24,,OECD,
US,United States of America,NL,Netherlands,SC3,Other modes of transport,M,Imports,2006,Million USD,12,,OECD,
US,United States of America,NL,Netherlands,SC3,Other modes of transport,M,Imports,2007,Million USD,12,,OECD,
US,United States of America,NL,Netherlands,SC3,Other modes of transport,M,Imports,2008,Million USD,11,,OECD,
US,United States of America,NL,Netherlands,SC3,Other modes of transport,M,Imports,2009,Million USD,5,,OECD,
US,United States of America,NL,Netherlands,SC3,Other modes of transport,M,Imports,2010,Million USD,7,,OECD,
US,United States of America,NL,Netherlands,SC3,Other modes of transport,M,Imports,2011,Million USD,24,,OECD,
US,United States of America,NL,Netherlands,SC3,Other modes of transport,M,Imports,2012,Million USD,4,,OECD,
US,United States of America,NL,Netherlands,SC3,Other modes of transport,M,Imports,2013,Million USD,4,,OECD,
US,United States of America,NL,Netherlands,SC3,Other modes of transport,M,Imports,2014,Million USD,4,,OECD,
US,United States of America,NL,Netherlands,SC3,Other modes of transport,M,Imports,2015,Million USD,3,,OECD,
US,United States of America,NL,Netherlands,SC3,Other modes of transport,M,Imports,2016,Million USD,3,,OECD,
US,United States of America,NO,Norway,SC3,Other modes of transport,M,Imports,2005,Million USD,4,,OECD,
US,United States of America,NO,Norway,SC3,Other modes of transport,M,Imports,2006,Million USD,4,,OECD,
US,United States of America,NO,Norway,SC3,Other modes of transport,M,Imports,2007,Million USD,2,,OECD,
US,United States of America,NO,Norway,SC3,Other modes of transport,M,Imports,2008,Million USD,7,,OECD,
US,United States of America,NO,Norway,SC3,Other modes of transport,M,Imports,2009,Million USD,8,,OECD,
US,United States of America,NO,Norway,SC3,Other modes of transport,M,Imports,2010,Million USD,5,,OECD,
US,United States of America,NO,Norway,SC3,Other modes of transport,M,Imports,2011,Million USD,5,,OECD,
US,United States of America,NO,Norway,SC3,Other modes of transport,M,Imports,2012,Million USD,6,,OECD,
US,United States of America,NO,Norway,SC3,Other modes of transport,M,Imports,2013,Million USD,8,,OECD,
US,United States of America,NO,Norway,SC3,Other modes of transport,M,Imports,2014,Million USD,6,,OECD,
US,United States of America,NO,Norway,SC3,Other modes of transport,M,Imports,2015,Million USD,6,,OECD,
US,United States of America,NO,Norway,SC3,Other modes of transport,M,Imports,2016,Million USD,6,,OECD,
US,United States of America,NZ,New Zealand,SC3,Other modes of transport,M,Imports,2005,Million USD,3,,OECD,
US,United States of America,NZ,New Zealand,SC3,Other modes of transport,M,Imports,2006,Million USD,2,,OECD,
US,United States of America,NZ,New Zealand,SC3,Other modes of transport,M,Imports,2007,Million USD,1,,OECD,
US,United States of America,NZ,New Zealand,SC3,Other modes of transport,M,Imports,2008,Million USD,4,,OECD,
US,United States of America,NZ,New Zealand,SC3,Other modes of transport,M,Imports,2009,Million USD,0,,OECD,
US,United States of America,NZ,New Zealand,SC3,Other modes of transport,M,Imports,2010,Million USD,1,,OECD,
US,United States of America,NZ,New Zealand,SC3,Other modes of transport,M,Imports,2011,Million USD,1,,OECD,
US,United States of America,NZ,New Zealand,SC3,Other modes of transport,M,Imports,2012,Million USD,1,,OECD,
US,United States of America,NZ,New Zealand,SC3,Other modes of transport,M,Imports,2013,Million USD,1,,OECD,
US,United States of America,NZ,New Zealand,SC3,Other modes of transport,M,Imports,2014,Million USD,1,,OECD,
US,United States of America,NZ,New Zealand,SC3,Other modes of transport,M,Imports,2015,Million USD,1,,OECD,
US,United States of America,NZ,New Zealand,SC3,Other modes of transport,M,Imports,2016,Million USD,1,,OECD,
US,United States of America,OM,Oman,SC3,Other modes of transport,M,Imports,2013,Million USD,0,,OECD,
US,United States of America,OM,Oman,SC3,Other modes of transport,M,Imports,2014,Million USD,0,,OECD,
US,United States of America,OM,Oman,SC3,Other modes of transport,M,Imports,2015,Million USD,0,,OECD,
US,United States of America,OM,Oman,SC3,Other modes of transport,M,Imports,2016,Million USD,0,,OECD,
US,United States of America,PA,Panama,SC3,Other modes of transport,M,Imports,2013,Million USD,0,,OECD,
US,United States of America,PA,Panama,SC3,Other modes of transport,M,Imports,2014,Million USD,0,,OECD,
US,United States of America,PA,Panama,SC3,Other modes of transport,M,Imports,2015,Million USD,0,,OECD,
US,United States of America,PA,Panama,SC3,Other modes of transport,M,Imports,2016,Million USD,0,,OECD,
US,United States of America,PE,Peru,SC3,Other modes of transport,M,Imports,2013,Million USD,1,,OECD,
US,United States of America,PE,Peru,SC3,Other modes of transport,M,Imports,2014,Million USD,1,,OECD,
US,United States of America,PE,Peru,SC3,Other modes of transport,M,Imports,2015,Million USD,1,,OECD,
US,United States of America,PE,Peru,SC3,Other modes of transport,M,Imports,2016,Million USD,1,,OECD,
US,United States of America,PH,Philippines,SC3,Other modes of transport,M,Imports,2005,Million USD,4,,OECD,
US,United States of America,PH,Philippines,SC3,Other modes of transport,M,Imports,2006,Million USD,0,,OECD,
US,United States of America,PH,Philippines,SC3,Other modes of transport,M,Imports,2007,Million USD,2,,OECD,
US,United States of America,PH,Philippines,SC3,Other modes of transport,M,Imports,2008,Million USD,5,,OECD,
US,United States of America,PH,Philippines,SC3,Other modes of transport,M,Imports,2009,Million USD,2,,OECD,
US,United States of America,PH,Philippines,SC3,Other modes of transport,M,Imports,2010,Million USD,1,,OECD,
US,United States of America,PH,Philippines,SC3,Other modes of transport,M,Imports,2011,Million USD,1,,OECD,
US,United States of America,PH,Philippines,SC3,Other modes of transport,M,Imports,2012,Million USD,1,,OECD,
US,United States of America,PH,Philippines,SC3,Other modes of transport,M,Imports,2013,Million USD,1,,OECD,
US,United States of America,PH,Philippines,SC3,Other modes of transport,M,Imports,2014,Million USD,1,,OECD,
US,United States of America,PH,Philippines,SC3,Other modes of transport,M,Imports,2015,Million USD,1,,OECD,
US,United States of America,PH,Philippines,SC3,Other modes of transport,M,Imports,2016,Million USD,1,,OECD,
US,United States of America,PL,Poland,SC3,Other modes of transport,M,Imports,2013,Million USD,3,,OECD,
US,United States of America,PL,Poland,SC3,Other modes of transport,M,Imports,2014,Million USD,4,,OECD,
US,United States of America,PL,Poland,SC3,Other modes of transport,M,Imports,2015,Million USD,5,,OECD,
US,United States of America,PL,Poland,SC3,Other modes of transport,M,Imports,2016,Million USD,3,,OECD,
US,United States of America,PT,Portugal,SC3,Other modes of transport,M,Imports,2013,Million USD,0,,OECD,
US,United States of America,PT,Portugal,SC3,Other modes of transport,M,Imports,2014,Million USD,0,,OECD,
US,United States of America,PT,Portugal,SC3,Other modes of transport,M,Imports,2015,Million USD,2,,OECD,
US,United States of America,PT,Portugal,SC3,Other modes of transport,M,Imports,2016,Million USD,1,,OECD,
US,United States of America,RO,Romania,SC3,Other modes of transport,M,Imports,2013,Million USD,1,,OECD,
US,United States of America,RO,Romania,SC3,Other modes of transport,M,Imports,2014,Million USD,2,,OECD,
US,United States of America,RO,Romania,SC3,Other modes of transport,M,Imports,2015,Million USD,1,,OECD,
US,United States of America,RO,Romania,SC3,Other modes of transport,M,Imports,2016,Million USD,1,,OECD,
US,United States of America,RU,Russian Federation,SC3,Other modes of transport,M,Imports,2013,Million USD,25,,OECD,
US,United States of America,RU,Russian Federation,SC3,Other modes of transport,M,Imports,2014,Million USD,1,,OECD,
US,United States of America,RU,Russian Federation,SC3,Other modes of transport,M,Imports,2015,Million USD,1,,OECD,
US,United States of America,RU,Russian Federation,SC3,Other modes of transport,M,Imports,2016,Million USD,0,,OECD,
US,United States of America,SA,"Saudi Arabia, Kingdom of",SC3,Other modes of transport,M,Imports,2005,Million USD,2,,OECD,
US,United States of America,SA,"Saudi Arabia, Kingdom of",SC3,Other modes of transport,M,Imports,2006,Million USD,2,,OECD,
US,United States of America,SA,"Saudi Arabia, Kingdom of",SC3,Other modes of transport,M,Imports,2007,Million USD,2,,OECD,
